Number of reviews,Tripadvisor rating,Location rating,Cleanliness rating,Service rating,Value of money,Paid private parking nearby,Free high speed wifi,Fitness_center,Air conditioning,Minibar,Cable satellite TV,24-hour front desk,Non-smoking hotel,Express check-in / check-out,Baggage storage,Housekeeping,Safe,Family rooms,Count good words,Count bad words,Count total words,Great for walkers,Number of restaurants,Num of attractions
"2,374",4.0,95.453806,4.8,89.18352,4.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,100.0,430.0,198.0
"1,236",4.0,94.55622,4.7,84.76326999999998,4.2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,3.0,100.0,409.0,191.0
174,5.0,93.63636,4.7,100.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,13.0,2.0,11.0,100.0,281.0,109.0
"1,097",4.5,94.984226,4.7,96.21302,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,2.0,12.0,100.0,377.0,158.0
166,4.0,92.63158,4.6,97.27273000000001,4.9,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,3.0,9.0,100.0,360.0,110.0
651,4.5,93.37048,4.7,97.021274,4.9,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,4.0,100.0,128.0,32.0
"1,162",3.5,88.32618000000001,4.4,79.02127800000001,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9.0,2.0,7.0,100.0,330.0,61.0
340,4.5,97.74011999999999,4.9,91.789474,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14.0,1.0,13.0,100.0,301.0,221.0
591,4.5,96.218186,4.8,85.363988,4.3,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,8.0,100.0,241.0,95.0
743,4.5,96.694212,4.8,88.586388,4.4,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,7.0,100.0,476.0,262.0
"2,504",4.5,93.233728,4.7,91.90134,4.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,6.0,100.0,320.0,67.0
215,4.5,95.83333,4.8,97.20929999999998,4.9,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,11.0,1.0,10.0,100.0,334.0,73.0
"2,821",4.5,96.22358,4.8,91.830234,4.6,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,4.0,100.0,416.0,219.0
"2,395",4.0,97.78656,4.9,86.5309,4.3,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,5.0,4.0,100.0,470.0,281.0
"2,901",4.0,93.50614,4.7,80.74754,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,13.0,3.0,10.0,100.0,427.0,115.0
"1,763",4.0,91.87122,4.6,85.24074,4.3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,100.0,355.0,57.0
676,4.0,89.87234000000002,4.5,81.024666,4.1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,3.0,5.0,100.0,300.0,53.0
950,4.0,94.22740999999999,4.7,88.33332999999998,4.4,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,-1.0,100.0,128.0,71.0
"2,217",4.0,93.5943,4.7,85.56317999999997,4.3,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,4.0,5.0,100.0,478.0,145.0
"1,842",4.0,86.68103199999999,4.3,81.91640799999999,4.1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,10.0,2.0,8.0,100.0,324.0,41.0
959,4.0,91.160574,4.6,85.51724,4.3,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,1.0,5.0,100.0,437.0,89.0
"4,195",4.0,95.18016,4.8,81.19430600000001,4.1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,2.0,7.0,100.0,406.0,204.0
40,5.0,97.14286,4.9,100.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,5.0,100.0,211.0,52.0
93,4.0,83.33332999999998,4.2,85.33333999999998,4.3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,5.0,100.0,507.0,235.0
"2,439",5.0,97.9669,4.9,97.85901,4.9,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,100.0,602.0,129.0
"2,099",4.5,89.28708999999998,4.5,91.985426,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,0.0,12.0,100.0,289.0,24.0
"6,458",4.5,93.41455400000001,4.7,84.86306,4.2,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,5.0,100.0,692.0,172.0
"3,233",5.0,95.85042,4.8,96.059846,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,100.0,634.0,106.0
"2,093",4.5,89.76675999999998,4.5,89.66532799999997,4.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,9.0,100.0,432.0,111.0
936,4.5,85.878134,4.3,89.34708,4.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,2.0,9.0,100.0,187.0,37.0
"3,784",4.0,94.30846,4.7,87.833,4.4,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,5.0,100.0,55.0,22.0
"1,794",4.5,92.477874,4.6,95.1621,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,7.0,100.0,403.0,119.0
452,4.5,93.926706,4.7,87.79488,4.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,1.0,10.0,100.0,156.0,20.0
"2,791",4.5,97.65635999999999,4.9,91.84268,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,10.0,100.0,498.0,164.0
322,4.0,88.62595999999998,4.4,89.68503999999999,4.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,13.0,1.0,12.0,100.0,549.0,92.0
901,4.5,96.32378,4.8,91.92926,4.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0,2.0,14.0,100.0,487.0,178.0
317,4.5,93.33333,4.7,96.5,4.8,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,20.0,100.0,183.0,57.0
"1,325",4.5,97.33334,4.9,94.39305999999999,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,10.0,100.0,146.0,40.0
779,5.0,97.65958,4.9,98.95833,4.9,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,4.0,7.0,100.0,607.0,118.0
"1,855",5.0,91.828794,4.6,95.76108,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,10.0,100.0,305.0,43.0
911,5.0,98.3721,4.9,97.16216,4.9,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,15.0,0.0,15.0,100.0,215.0,48.0
202,4.5,92.46754,4.6,95.07245999999999,4.8,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,4.0,5.0,100.0,231.0,43.0
"1,764",4.0,86.2598,4.3,90.042992,4.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,13.0,1.0,12.0,100.0,127.0,13.0
116,4.5,96.0,4.8,94.73684,4.7,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,24.0,0.0,24.0,100.0,627.0,99.0
"1,270",4.5,94.26281999999999,4.7,92.40506,4.6,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,9.0,2.0,7.0,100.0,373.0,62.0
"2,492",4.5,97.59245,4.9,86.10606000000001,4.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,4.0,3.0,100.0,431.0,144.0
313,4.5,95.48388,4.8,89.72972800000002,4.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,24.0,3.0,21.0,100.0,443.0,148.0
763,4.0,81.96721,4.1,84.61126,4.2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,18.0,3.0,15.0,100.0,192.0,32.0
597,4.0,95.40741,4.8,87.62711999999999,4.4,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,12.0,100.0,76.0,53.0
"1,818",5.0,98.042412,4.9,97.12396600000001,4.9,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,6.0,100.0,172.0,67.0
"1,094",4.5,96.16601,4.8,95.50186,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,12.0,100.0,355.0,61.0
"1,248",4.5,90.90909,4.5,96.370106,4.8,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,0.0,10.0,100.0,70.0,15.0
929,5.0,97.87611,4.9,97.4138,4.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,20.0,0.0,20.0,100.0,504.0,170.0
"2,359",4.0,93.61744,4.7,87.52000000000002,4.4,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,13.0,0.0,13.0,100.0,203.0,29.0
"2,412",4.5,98.00176,4.9,95.059014,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,13.0,100.0,620.0,143.0
577,4.5,97.83334,4.9,88.4585,4.4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,17.0,0.0,17.0,100.0,166.0,119.0
"1,745",4.5,93.62718000000001,4.7,94.035988,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,21.0,1.0,20.0,100.0,91.0,27.0
"2,137",4.5,96.252412,4.8,93.963452,4.7,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,0.0,14.0,100.0,260.0,36.0
651,4.5,89.36707999999999,4.5,93.918132,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,0.0,13.0,100.0,503.0,134.0
877,4.0,90.0,4.5,77.894736,3.9,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,0.0,17.0,100.0,89.0,21.0
"1,490",4.0,94.18848,4.7,82.79949200000001,4.1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,19.0,1.0,18.0,100.0,164.0,28.0
"1,049",4.5,84.63414,4.2,91.69611,4.6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,6.0,100.0,135.0,35.0
511,4.0,83.96039999999998,4.2,87.80951999999998,4.4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,15.0,1.0,14.0,100.0,209.0,20.0
"1,578",4.5,95.15151999999999,4.8,91.06686,4.6,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,10.0,100.0,148.0,17.0
"2,681",5.0,92.07776,4.6,97.40046600000001,4.9,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,14.0,0.0,14.0,100.0,558.0,136.0
"1,100",4.5,93.74149399999999,4.7,96.98246,4.8,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0.0,25.0,100.0,298.0,40.0
"1,280",4.0,94.99341,4.7,89.692306,4.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,20.0,2.0,18.0,100.0,183.0,50.0
790,4.5,95.87174,4.8,97.65625,4.9,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,9.0,100.0,278.0,29.0
575,5.0,95.61905,4.8,97.029706,4.9,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,1.0,10.0,100.0,589.0,131.0
678,4.5,97.96296,4.9,97.8022,4.9,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,17.0,100.0,407.0,136.0
"1,522",4.5,97.89474,4.9,89.49206000000002,4.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,3.0,9.0,100.0,311.0,173.0
"1,679",4.5,97.54459399999999,4.9,94.051896,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,13.0,0.0,13.0,100.0,218.0,33.0
943,4.5,97.379312,4.9,95.17084,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,4.0,2.0,100.0,193.0,70.0
742,4.0,93.84615,4.7,85.34590800000002,4.3,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,12.0,0.0,12.0,100.0,175.0,37.0
750,4.5,90.943394,4.5,90.74074,4.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,7.0,100.0,168.0,18.0
391,4.0,87.70054,4.4,80.66666599999998,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,0.0,13.0,100.0,199.0,21.0
"2,531",4.5,94.7375,4.7,92.177516,4.6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,2.0,12.0,100.0,65.0,20.0
948,4.0,86.15894,4.3,88.29346,4.4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,7.0,100.0,335.0,52.0
"3,368",4.5,96.763248,4.8,95.006608,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,19.0,1.0,18.0,100.0,176.0,52.0
"2,007",5.0,93.99103199999999,4.7,97.96296,4.9,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,13.0,0.0,13.0,100.0,413.0,104.0
800,5.0,99.04,5.0,99.13043,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,15.0,0.0,15.0,100.0,107.0,40.0
"1,467",4.5,90.283908,4.5,96.3741,4.8,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,0.0,12.0,100.0,267.0,22.0
"1,146",5.0,95.53572,4.8,98.7395,4.9,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,6.0,100.0,389.0,93.0
"2,906",4.0,92.560606,4.6,90.97178000000001,4.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,2.0,9.0,100.0,395.0,70.0
747,4.5,98.92858,4.9,97.791414,4.9,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,7.0,2.0,100.0,141.0,77.0
105,5.0,98.33333,4.9,95.555554,4.8,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,1.0,10.0,100.0,116.0,89.0
674,5.0,94.91526,4.7,99.66102,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,8.0,100.0,372.0,118.0
"1,129",4.5,96.791448,4.8,92.922248,4.6,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,10.0,0.0,10.0,100.0,122.0,40.0
585,4.5,93.746634,4.7,89.65333000000001,4.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,13.0,100.0,276.0,32.0
661,4.0,94.37086,4.7,79.62264,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,0.0,14.0,100.0,555.0,124.0
969,4.5,94.932614,4.7,92.868634,4.6,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,12.0,100.0,145.0,26.0
797,4.0,91.877546,4.6,86.174756,4.3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,3.0,5.0,100.0,259.0,95.0
"1,330",5.0,91.337748,4.6,96.95864,4.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,9.0,100.0,156.0,31.0
606,4.5,98.390808,4.9,95.916472,4.8,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,3.0,5.0,100.0,331.0,155.0
"1,259",4.5,96.794586,4.8,93.037386,4.7,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,100.0,162.0,83.0
"1,132",4.5,85.82834,4.3,92.2179,4.6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,8.0,100.0,374.0,73.0
356,4.5,95.272732,4.8,93.0,4.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,9.0,2.0,7.0,100.0,312.0,113.0
"1,419",4.5,96.33238,4.8,96.495466,4.8,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,19.0,1.0,18.0,100.0,276.0,74.0
947,4.5,96.61098,4.8,84.6875,4.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,7.0,100.0,314.0,164.0
"1,144",4.5,96.0,4.8,88.203124,4.4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,2.0,6.0,100.0,444.0,115.0
"1,099",4.0,92.17894,4.6,85.641746,4.3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,14.0,1.0,13.0,100.0,315.0,89.0
"1,050",4.0,86.76558,4.3,87.42689999999997,4.4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,13.0,2.0,11.0,100.0,339.0,52.0
"3,177",5.0,97.11712,4.9,98.064146,4.9,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,1.0,5.0,100.0,242.0,76.0
149,5.0,99.28572,5.0,98.0,4.9,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,7.0,100.0,249.0,52.0
455,4.5,97.76119200000001,4.9,87.22892,4.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,1.0,7.0,100.0,304.0,152.0
744,4.0,86.426592,4.3,79.48718000000002,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,1.0,7.0,100.0,338.0,78.0
468,4.0,81.55844,4.1,82.35293999999998,4.1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,11.0,4.0,7.0,100.0,398.0,124.0
648,4.0,82.036552,4.1,86.35659199999998,4.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,1.0,18.0,100.0,188.0,35.0
819,4.0,87.350426,4.4,88.780488,4.4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,7.0,100.0,536.0,94.0
822,5.0,96.82353,4.8,97.54986,4.9,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,18.0,1.0,17.0,100.0,770.0,161.0
"1,500",4.5,89.694986,4.5,94.121476,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,1.0,12.0,100.0,270.0,46.0
"1,736",5.0,88.624534,4.4,98.517112,4.9,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,19.0,0.0,19.0,100.0,333.0,55.0
507,4.0,92.40642,4.6,80.58824,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,2.0,7.0,100.0,418.0,76.0
"2,729",4.5,94.16616,4.7,97.076026,4.9,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,26.0,0.0,26.0,100.0,142.0,17.0
"1,156",4.5,98.63799,4.9,94.938488,4.7,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0,0.0,17.0,100.0,426.0,176.0
"1,148",4.0,91.33333199999998,4.6,87.32186,4.4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,17.0,3.0,14.0,100.0,244.0,41.0
725,4.0,88.676472,4.4,85.56390800000001,4.3,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,4.0,100.0,235.0,18.0
905,4.5,90.2267,4.5,92.3192,4.6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,4.0,3.0,100.0,501.0,99.0
737,4.5,97.474946,4.9,90.32128,4.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0,0.0,17.0,100.0,252.0,117.0
"1,088",4.5,90.07776,4.5,90.31055400000001,4.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,1.0,10.0,100.0,414.0,109.0
160,4.5,97.8125,4.9,94.925374,4.7,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,7.0,100.0,515.0,109.0
"1,310",4.0,82.80171999999999,4.1,91.05431999999999,4.6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,1.0,10.0,100.0,158.0,28.0
555,4.5,98.73494,4.9,92.46459,4.6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,0.0,9.0,100.0,318.0,147.0
728,5.0,94.63768,4.7,97.3913,4.9,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13.0,2.0,11.0,100.0,183.0,19.0
"1,259",4.5,98.138046,4.9,89.93884,4.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,2.0,9.0,100.0,454.0,178.0
273,4.5,96.21621999999999,4.8,96.0,4.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,7.0,100.0,66.0,23.0
796,4.5,96.46616999999999,4.8,87.91945999999999,4.4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,9.0,100.0,410.0,190.0
998,4.5,96.842108,4.8,88.50356,4.4,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,8.0,2.0,6.0,100.0,295.0,83.0
838,5.0,91.47286,4.6,95.873012,4.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,11.0,100.0,288.0,54.0
255,4.5,94.73684,4.7,94.68085200000002,4.7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,12.0,100.0,322.0,40.0
"1,669",4.5,88.74618000000001,4.4,89.34812600000002,4.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,10.0,100.0,478.0,66.0
608,5.0,97.983188,4.9,96.72,4.8,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,100.0,422.0,163.0
239,4.5,97.14286,4.9,95.36232,4.8,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,100.0,128.0,48.0
546,4.5,89.174308,4.5,92.6284,4.6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,0.0,11.0,100.0,246.0,104.0
